id,doi,display_name,publication_year,type,cited_by_count,open_access__oa_status,host_venue__display_name,primary_location__source__display_name,primary_topic__display_name,primary_topic__field__display_name,primary_topic__subfield__display_name,biblio__volume,biblio__issue,biblio__first_page,biblio__last_page,fwci,authors,institutions,concepts_list,author_name,author_openalex_id
https://openalex.org/W4226262566,https://doi.org/10.1364/ofc.2022.w2a.10,Design Analysis of a High-Speed Directly Modulated Laser with Push-Pull Silicon Ring Modulators,2022,article,0,closed,,Optical Fiber Communication Conference (OFC) 2022,Advanced Fiber Laser Technologies,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",31,,W2A.10,W2A.10,0.0,Chenlei Li; Hao Wu; Min Teng; Ning Cheng; Xuezhe Zheng,,Acoustics; Chemistry; Chirp; Computer science; Laser; Materials science; Modulation (music); Optics; Optoelectronics; Organic chemistry; Phase modulation; Phase noise; Physics; Ring (chemistry); Ring laser; Wavelength,A5084554132,https://openalex.org/A5084554132
https://openalex.org/W4406497589,https://doi.org/10.2460/javma.24.12.0786,Preparing the next generation of veterinary professionals: the University of Calgary Faculty of Veterinary Medicine’s innovative curriculum,2025,article,0,closed,,Journal of the American Veterinary Medical Association,Veterinary Practice and Education Studies,Health Professions,Speech and Hearing,263,2,271,271,0.0,John Remnant; Rebecca Archer; Renate Weller,University of Calgary,Curriculum; Medical education; Medicine; Pathology; Pedagogy; Sociology; Veterinary medicine; Veterinary pathology,A5016108047,https://openalex.org/A5016108047
https://openalex.org/W4406991538,https://doi.org/10.3390/brainsci15020135,The Problem with Time: Application of Partial Least Squares Analysis on Time-Frequency Plots to Account for Varying Time Intervals with Applied EEG Data,2025,article,0,gold,,Brain Sciences,Neural and Behavioral Psychology Studies,Neuroscience,Cognitive Neuroscience,15,2,135,135,0.0,Amy L. Warren; Emma K. Read; Filomeno Cortese; Jessie Szostakiwskyj; Kent G. Hecker; Raneen Abdul-Rhaman; Rebecca Archer; Sarah Anderson,The Ohio State University; University of British Columbia; University of Calgary,Artificial intelligence; Cognition; Computer science; Concordance; Electroencephalography; Frequency analysis; Internal medicine; Mathematics; Medicine; Multivariate analysis; Multivariate statistics; Neurocognitive; Neuroscience; Partial least squares regression; Pattern recognition (psychology); Psychiatry; Psychology; Radar; Statistics; Telecommunications; Time–frequency analysis,A5016108047,https://openalex.org/A5016108047
https://openalex.org/W4379094354,,"Self-care practices and depression, anxiety, and stress scores in veterinary students during a semester.",2023,article,2,closed,,PubMed,Veterinary Practice and Education Studies,Health Professions,Speech and Hearing,64,6,571,578,1.189,Aylin Atilla; Grace P. S. Kwong; Marie K. Holowaychuk; Rebecca Archer,University of Calgary,Anxiety; Clinical psychology; DASS; Depression (economics); Economics; Linguistics; Macroeconomics; Medicine; Philosophy; Physical therapy; Psychiatry; Psychology; Stress (linguistics),A5016108047,https://openalex.org/A5016108047
https://openalex.org/W4310599153,https://doi.org/10.3138/jvme-2022-0094,Phronesis in Veterinary Medicine: Navigating the Complexity of Practice with Wisdom,2022,article,2,closed,,Journal of Veterinary Medical Education,Ethics in medical practice,Health Professions,General Health Professions,50,5,526,529,0.626,Elizabeth Anne Kinsella; Rebecca Archer,Institut Philippe Pinel de Montréal; University of Calgary,Curriculum; Engineering; Engineering ethics; Epistemology; Medical education; Medicine; Pedagogy; Philosophy; Phronesis; Psychology; Veterinary education; Veterinary medicine,A5016108047,https://openalex.org/A5016108047
https://openalex.org/W4293452021,https://doi.org/10.3138/jvme-2022-0018,Expert Veterinarians Should Be Trained Expertly: Fostering the Development of Adaptive Expertise in Veterinary Students through Faculty Development for Veterinary Educators,2022,article,1,closed,,Journal of Veterinary Medical Education,Innovations in Medical Education,Medicine,"Public Health, Environmental and Occupational Health",50,4,385,391,0.235,Rebecca Archer,University of Calgary,Curriculum; Faculty development; Health care; Health professions; Law; Medical education; Medicine; Nursing; One Health; Pedagogy; Political science; Professional development; Psychology; Public health; Veterinary education; Veterinary medicine,A5016108047,https://openalex.org/A5016108047
https://openalex.org/W4317899406,https://doi.org/10.2460/javma.22.12.0551,"Entrepreneurship, innovation, and community engagement",2023,article,0,hybrid,,Journal of the American Veterinary Medical Association,Entrepreneurship Studies and Influences,"Business, Management and Accounting",Management of Technology and Innovation,261,2,182,182,0.0,Rebecca Archer; Renate Weller,University of Calgary,Business; Entrepreneurship; Finance; Sociology,A5016108047,https://openalex.org/A5016108047
https://openalex.org/W3186227329,https://doi.org/10.3389/fvets.2021.692646,Prevalence and Risk Factors Associated With Antimicrobial Resistance in Bacteria Related to Bovine Respiratory Disease—A Broad Cross-Sectional Study of Beef Cattle at Entry Into Canadian Feedlots,2021,article,30,gold,,Frontiers in Veterinary Science,Microbial infections and disease research,Immunology and Microbiology,Microbiology,8,,,,3.111,Calvin W. Booker; Catrione Lee; Craig Dorin; Joyce Van Donkersgoed; Michele Anholt; Rahat Zaheer; Reuben Ha; Rob Deardon; S. Hendrick; Sara Andrés-Lasheras; Sherry J. Hannon; Sheryl Gow; Tim A. McAllister,Agriculture and Agri-Food Canada; Alberta Health Services; Public Health Agency of Canada; University of Calgary; University of Saskatchewan,Animal science; Antibiotic resistance; Antibiotics; Archaeology; Bacteria; Barn; Beef cattle; Biology; Bovine respiratory disease; Feedlot; Fishery; Genetics; Geography; Litopenaeus; Medicine; Microbiology; Pasteurella multocida; Shrimp; Veterinary medicine,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4385614474,https://doi.org/10.1016/j.idm.2023.08.002,Bayesian modeling of dynamic behavioral change during an epidemic,2023,article,8,gold,,Infectious Disease Modelling,COVID-19 epidemiological studies,Mathematics,Modeling and Simulation,8,4,947,963,1.844,Alexandra M. Schmidt; Caitlin Ward; Rob Deardon,University of Calgary; University of Minnesota,ALARM; Aerospace engineering; Artificial intelligence; Bayesian probability; Computer science; Demography; Engineering; Epidemic model; Mathematics; Parametric model; Parametric statistics; Population; Range (aeronautics); Sociology; Statistics,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4409310397,https://doi.org/10.2139/ssrn.5205660,A Semi-Automated Approach Facilitated the Assessment of the Certainty of Evidence for Indirect and Network Comparisons in a Network Meta-Analysis,2025,preprint,0,closed,,,Meta-analysis and systematic reviews,Decision Sciences,"Statistics, Probability and Uncertainty",,,,,,Elliott Jesse; George Tomlison; George Wells; Glen Hazlewood; Jocelyn Thomas; Jordi Pardo Pardo; Mohammed Mujaab Kamso; Rachelle Buchbinder; Rob Deardon; Samuel Whittle; Shannon Kelly; Tolulope T. Sajobi,,Certainty; Computer science; Economics; Epistemology; Internal medicine; Management science; Medicine; Meta-analysis; Philosophy,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4409385878,https://doi.org/10.2139/ssrn.5205661,A Semi-Automated Approach Facilitated the Assessment of the Certainty of Evidence for Direct Comparisons in Network Meta-Analyses,2025,preprint,0,closed,,,Meta-analysis and systematic reviews,Decision Sciences,"Statistics, Probability and Uncertainty",,,,,,Elliott Jesse; George Tomlison; George Wells; Glen Hazlewood; Jocelyn Thomas; Jordi Pardo Pardo; Mohammed Mujaab Kamso; Rachelle Buchbinder; Rob Deardon; Samuel Whittle; Shannon Kelly; Tolulope T. Sajobi,,Certainty; Computer science; Geometry; Internal medicine; Mathematics; Medicine; Meta-analysis; Psychology,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4401780470,https://doi.org/10.1002/cjs.11828,A framework for incorporating behavioural change into individual‐level spatial epidemic models,2024,article,2,hybrid,,Canadian Journal of Statistics,COVID-19 epidemiological studies,Mathematics,Modeling and Simulation,,,,,1.106,Lorna E. Deeth; Madeline A. Ward; Rob Deardon,University of Calgary; University of Guelph,Computer science; Geography,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3137381400,https://doi.org/10.1371/journal.pone.0241725,A stacked ensemble method for forecasting influenza-like illness visit volumes at emergency departments,2021,article,9,gold,,PLoS ONE,Influenza Virus Research Studies,Medicine,Epidemiology,16,3,e0241725,e0241725,1.354,Arthur Novaes de Amorim; Rob Deardon; Vineet Saini,Alberta Health Services; Libin Cardiovascular Institute of Alberta; University of Calgary,Combinatorics; Computer science; Econometrics; Emergency medicine; Ensemble forecasting; Envelope (radar); Interval (graph theory); Machine learning; Mathematics; Medicine; Nursing; Operations research; Physics; Power (physics); Quantum mechanics; Radar; Reliability (semiconductor); Staffing; Statistics; Telecommunications,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4387846964,https://doi.org/10.1016/j.jclinepi.2023.10.007,Crowd-sourcing and automation facilitated the identification and classification of randomized controlled trials in a living review,2023,review,3,hybrid,,Journal of Clinical Epidemiology,Respiratory viral infections research,Medicine,Epidemiology,164,,1,8,0.239,George A. Wells; George Tomlinson; Glen Hazlewood; Jesse Elliott; Jordi Pardo Pardo; Mohammed Mujaab Kamso; Peter Tugwell; Rachelle Buchbinder; Rob Deardon; Samuel Whittle; Shannon Kelly; Tolulope T. Sajobi; Vanessa Glennon,Bruyère; Monash University; Ottawa Hospital; Ottawa Hospital Research Institute; Public Health Ontario; Queen Elizabeth Hospital; University of Calgary; University of Ottawa; University of Toronto,Artificial intelligence; Cohen's kappa; Computer science; Crowdsourcing; Environmental health; Family medicine; Internal medicine; Law; MEDLINE; Machine learning; Medicine; Meta-analysis; Physical therapy; Political science; Population; Randomized controlled trial; Systematic review; World Wide Web,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4399619737,https://doi.org/10.1016/j.sste.2024.100664,Individual-level models of disease transmission incorporating piecewise spatial risk functions,2024,article,1,green,,Spatial and Spatio-temporal Epidemiology,Animal Disease Management and Epidemiology,Agricultural and Biological Sciences,Agronomy and Crop Science,50,,100664,100664,1.013,Chinmoy Roy Rahul; Rob Deardon,University of Calgary,Artificial intelligence; Bayesian probability; Combinatorics; Computer science; Econometrics; Environmental health; Kernel (algebra); Machine learning; Markov chain; Markov chain Monte Carlo; Mathematical analysis; Mathematics; Medicine; Parametric model; Parametric statistics; Piecewise; Population; Spatial analysis; Statistics; Telecommunications; Transmission (telecommunications),A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4312977016,https://doi.org/10.18637/jss.v104.i04,<b>Pathogen.jl</b>: Infectious Disease Transmission Network Modeling with <i>Julia</i>,2022,article,5,diamond,,Journal of Statistical Software,Data-Driven Disease Surveillance,Medicine,Epidemiology,104,4,,,0.999,Justin Angevaare; Rob Deardon; Zeny Feng,University of Calgary; University of Guelph,Artificial intelligence; Bayesian inference; Bayesian network; Bayesian probability; Biology; Computer science; Disease; Disease transmission; Infectious disease (medical specialty); Inference; Machine learning; Markov chain; Markov chain Monte Carlo; Medicine; Microbiology; Pathogen; Pathology; Telecommunications; Transmission (telecommunications); Virology,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3029496482,https://doi.org/10.18637/jss.v098.i10,Continuous Time Individual-Level Models of Infectious Disease: Package <b>EpiILMCT</b>,2021,article,6,diamond,,Journal of Statistical Software,COVID-19 epidemiological studies,Mathematics,Modeling and Simulation,98,10,,,0.393,Rob Deardon; Vineetha Warriyar K V; Waleed Almutiry,Bridge University; University of Calgary,Computer science; Disease; Infectious disease (medical specialty); Internal medicine; Mathematics; Medicine; R package; Statistics,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3144928113,https://doi.org/10.1111/sjos.12523,Emulation‐based inference for spatial infectious disease transmission models incorporating event time uncertainty,2021,article,6,closed,,Scandinavian Journal of Statistics,Statistical Methods and Bayesian Inference,Mathematics,Statistics and Probability,49,1,455,479,0.965,Gyanendra Pokharel; Rob Deardon,University of Calgary; University of Winnipeg,Algorithm; Artificial intelligence; Bayesian inference; Bayesian probability; Computer science; Computer vision; Covariate; Data mining; Estimation theory; Filter (signal processing); Gaussian; Gaussian process; Importance sampling; Inference; Likelihood function; Machine learning; Markov chain Monte Carlo; Mathematics; Monte Carlo method; Physics; Quantum mechanics; Sampling (signal processing); Statistics,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W4205748021,https://doi.org/10.1093/conphys/coab103,Qiviut cortisol is associated with metrics of health and other intrinsic and extrinsic factors in wild muskoxen (<i>Ovibos moschatus</i>),2021,article,6,gold,,Conservation Physiology,Indigenous Studies and Ecology,Health Professions,General Health Professions,10,1,,,1.175,Fabien Mavrot; Gabriela F. Mastromonaco; Grace P. S. Kwong; Juliette Di Francesco; Lisa‐Marie Leclerc; Rob Deardon; Susan Kutz; Sylvia Checkley,"Government of Nunavut; Toronto Zoo; University of Calgary; University of California, Davis",Biochemistry; Biology; Biomarker; Ecology; Endocrinology; Environmental health; Glucocorticoid; Helminths; Lungworm; Medicine; Physiology; Population; Zoology,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3122235366,https://doi.org/10.3389/fphy.2020.602722,Estimating Parameters of Two-Level Individual-Level Models of the COVID-19 Epidemic Using Ensemble Learning Classifiers,2021,article,4,gold,,Frontiers in Physics,COVID-19 epidemiological studies,Mathematics,Modeling and Simulation,8,,,,0.314,Qing Cheng; Rob Deardon; Tahsin Ferdous; Tony Ware; Yanghui Fu; Zeyi Liu,National University of Defense Technology; University of Calgary,2019-20 coronavirus outbreak; Artificial intelligence; Bayesian inference; Bayesian probability; Computer science; Coronavirus disease 2019 (COVID-19); Disease; Econometrics; Ensemble learning; Geography; Infectious disease (medical specialty); Inference; Machine learning; Markov chain Monte Carlo; Mathematics; Medicine; Outbreak; Pandemic; Pathology; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Statistics; Telecommunications; Transmission (telecommunications); Virology,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3123284134,https://doi.org/10.1515/scid-2019-0012,Contact network uncertainty in individual level models of infectious disease transmission,2021,article,4,green,,Statistical Communications in Infectious Diseases,COVID-19 epidemiological studies,Mathematics,Modeling and Simulation,13,1,,,0.236,Rob Deardon; Waleed Almutiry,Qassim University; University of Calgary,Biology; Computational biology; Computer science; Disease; Disease transmission; Immunology; Infectious disease (medical specialty); Internal medicine; Medicine; Telecommunications; Transmission (telecommunications); Virology,A5028898834,https://openalex.org/A5028898834
https://openalex.org/W3082605128,https://doi.org/10.1016/j.sste.2022.100497,Computationally efficient parameter estimation for spatial individual-level models of infectious disease transmission,2022,article,3,green,,Spatial and Spatio-temporal Epidemiology,Statistical Methods and Bayesian Inference,Mathematics,Statistics and Probability,41,,100497,100497,0.586,Lorna E. Deeth; Madeline A. Ward; Rob Deardon,University of Calgary; University of Guelph,Aggregate (composite); Algorithm; Approximate Bayesian computation; Artificial intelligence; Bayesian probability; CAD; Composite material; Computation; Computer science; Covariate; Data mining; Data set; Engineering; Engineering drawing; Environmental health; Inference; Machine learning; Markov chain Monte Carlo; Materials science; Mathematics; Medicine; Population; Programming language; Set (abstract data type); Statistics,A5028898834,https://openalex.org/A5028898834
